example,changed,quality of life,capacity and resources,political,security and defense,policy prescription and evaluation,fairness and equality,other,health and safety,"legality, constitutionality and jurisprudence",morality,economic,public opinion,cultural identity,external regulation and reputation,crime and punishment
../human_annotation/images/2337d231-5ed6-4e2e-9226-19a851b2643a.jpg,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
../human_annotation/images/7e8962c7-31de-4993-888e-0d2e8a1710ba.jpg,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
../human_annotation/images/f7d26096-c749-42a3-aa19-d73e03d74520.jpg,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
../human_annotation/images/cbceb223-eaac-4192-b51a-8b5c3ec5a565.jpg,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
../human_annotation/images/7ccd7395-458a-4715-82dd-3b8af4e45a9e.jpg,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
../human_annotation/images/2a0b7493-5028-4b54-b844-197f931fea9c.jpg,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
../human_annotation/images/bad58e49-99aa-497b-8e24-8d31907f9023.jpg,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
../human_annotation/images/7b218800-708a-4463-acaa-9c2e10dd7459.jpg,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
../human_annotation/images/d67ddb00-19dc-484d-8633-e3c775c37200.jpg,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
../human_annotation/images/0d5c6546-eeb1-4fcf-a1eb-9150d3651254.jpg,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
../human_annotation/images/59d527ff-daa3-4735-acbd-b58c00fe1d4e.jpg,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
../human_annotation/images/7c66f56d-258d-49f7-af88-6408995bc0bf.jpg,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
../human_annotation/images/6769752b-c04c-4acc-a117-2881e17af705.jpg,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
../human_annotation/images/2b95f875-90fc-41e5-aec9-06f9d777d13e.jpg,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
../human_annotation/images/9762c4ee-8ba6-4d2a-985e-199b8856567f.jpg,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
../human_annotation/images/58f1f798-3c2f-4cb9-9fc4-0285d5e9c18e.jpg,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
../human_annotation/images/a81d4493-09af-4d8f-abb7-a9cc8739a7c5.jpg,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
../human_annotation/images/53e06371-dd0c-46a4-bb89-25465eb2446a.jpg,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
